season_year,team_id,team_name,game_id,wl,total_mins,total_points
2013-14,1610612747,Los Angeles Lakers,0021300601,W,48,112
2023-24,1610612762,Utah Jazz,0022300012,W,48,127
2023-24,1610612748,Miami Heat,0022301147,W,58,117
2013-14,1610612757,Portland Trail Blazers,0021301005,W,53,120
2013-14,1610612758,Sacramento Kings,0021300395,W,48,105
2013-14,1610612757,Portland Trail Blazers,0021300850,W,48,100
2023-24,1610612758,Sacramento Kings,0022300324,W,48,128
2023-24,1610612742,Dallas Mavericks,0022300556,W,48,125
2013-14,1610612745,Houston Rockets,0021300341,W,48,116
2013-14,1610612746,Los Angeles Clippers,0021300168,W,48,102
2013-14,1610612756,Phoenix Suns,0021300390,W,48,103
2013-14,1610612749,Milwaukee Bucks,0021300797,W,48,104
2013-14,1610612748,Miami Heat,0021301003,W,48,100
2013-14,1610612761,Toronto Raptors,0021301148,W,48,102
2013-14,1610612752,New York Knicks,0021300116,W,48,95
2023-24,1610612760,Oklahoma City Thunder,0022300462,W,48,127
2013-14,1610612747,Los Angeles Lakers,0021300586,W,48,107
2013-14,1610612757,Portland Trail Blazers,0021300185,W,48,98
2013-14,1610612741,Chicago Bulls,0021300566,W,63,128
2023-24,1610612760,Oklahoma City Thunder,0022301135,W,48,121
2023-24,1610612756,Phoenix Suns,0022300035,W,48,131
2023-24,1610612738,Boston Celtics,0022300998,W,48,122
2023-24,1610612756,Phoenix Suns,0022300214,W,58,140
2013-14,1610612744,Golden State Warriors,0021300326,W,48,95
2023-24,1610612737,Atlanta Hawks,0022301034,W,48,120
2023-24,1610612751,Brooklyn Nets,0022300004,W,48,109
2023-24,1610612744,Golden State Warriors,0022300005,W,48,141
2023-24,1610612737,Atlanta Hawks,0022300227,W,53,147
2013-14,1610612751,Brooklyn Nets,0021300957,W,48,96
2013-14,1610612760,Oklahoma City Thunder,0021301024,W,58,119
2013-14,1610612750,Minnesota Timberwolves,0021301135,W,58,122
2013-14,1610612737,Atlanta Hawks,0021300933,L,48,108
2013-14,1610612764,Washington Wizards,0021300095,L,53,105
2023-24,1610612754,Indiana Pacers,0022300230,L,48,131
2013-14,1610612757,Portland Trail Blazers,0021300994,L,48,112
2013-14,1610612738,Boston Celtics,0021300990,L,53,120
2023-24,1610612756,Phoenix Suns,0022300113,L,48,114
2023-24,1610612737,Atlanta Hawks,0022301159,L,48,114
2023-24,1610612759,San Antonio Spurs,0022300272,L,48,135
2023-24,1610612764,Washington Wizards,0022301172,L,48,127
2023-24,1610612758,Sacramento Kings,0022300567,L,48,117
2023-24,1610612757,Portland Trail Blazers,0022300617,L,48,109
2023-24,1610612753,Orlando Magic,0022300666,L,48,129
2013-14,1610612742,Dallas Mavericks,0021300577,L,48,127
2013-14,1610612737,Atlanta Hawks,0021300666,L,48,109
2013-14,1610612757,Portland Trail Blazers,0021300456,L,48,108
2023-24,1610612760,Oklahoma City Thunder,0022300467,L,48,138
2023-24,1610612750,Minnesota Timberwolves,0022300610,L,48,125
2013-14,1610612745,Houston Rockets,0021300172,L,48,120
2023-24,1610612752,New York Knicks,0022300065,L,48,104
2013-14,1610612751,Brooklyn Nets,0021300334,L,48,99
2013-14,1610612743,Denver Nuggets,0021300895,L,48,128
2013-14,1610612760,Oklahoma City Thunder,0021300935,L,48,110
2023-24,1610612754,Indiana Pacers,0022301032,L,48,145
2023-24,1610612744,Golden State Warriors,0022300789,L,48,125
2023-24,1610612764,Washington Wizards,0022301103,L,48,120
2013-14,1610612761,Toronto Raptors,0021300864,L,63,129
2013-14,1610612749,Milwaukee Bucks,0021300863,L,48,96
2013-14,1610612747,Los Angeles Lakers,0021301126,L,48,102
2013-14,1610612758,Sacramento Kings,0021300644,L,53,111
2013-14,1610612739,Cleveland Cavaliers,0021300066,L,48,104
2023-24,1610612763,Memphis Grizzlies,0022300972,L,48,112
2023-24,1610612759,San Antonio Spurs,0022300548,L,48,116
2013-14,1610612752,New York Knicks,0021301045,L,48,100
2013-14,1610612742,Dallas Mavericks,0021300130,L,48,104
2013-14,1610612756,Phoenix Suns,0021300774,L,48,97
2023-24,1610612737,Atlanta Hawks,0022300313,L,48,128
2023-24,1610612744,Golden State Warriors,0022300207,L,53,123
2023-24,1610612744,Golden State Warriors,0022300699,L,53,134
2023-24,1610612763,Memphis Grizzlies,0022300299,L,48,113
2013-14,1610612742,Dallas Mavericks,0021300486,L,48,112
2013-14,1610612747,Los Angeles Lakers,0021300452,L,48,104
2023-24,1610612763,Memphis Grizzlies,0022300737,L,48,110
2023-24,1610612737,Atlanta Hawks,0022300175,L,48,109
2013-14,1610612747,Los Angeles Lakers,0021300925,L,48,126
2013-14,1610612738,Boston Celtics,0021301166,L,48,97
2013-14,1610612756,Phoenix Suns,0021300246,L,48,104
2013-14,1610612760,Oklahoma City Thunder,0021300833,L,48,117
2023-24,1610612763,Memphis Grizzlies,0022300537,L,48,119
2023-24,1610612741,Chicago Bulls,0022300536,L,48,131
2013-14,1610612760,Oklahoma City Thunder,0021301059,L,53,119
2013-14,1610612747,Los Angeles Lakers,0021300633,L,48,105
2013-14,1610612765,Detroit Pistons,0021301039,L,48,103
2013-14,1610612764,Washington Wizards,0021300945,L,48,90
2023-24,1610612749,Milwaukee Bucks,0022301107,L,48,101
2023-24,1610612758,Sacramento Kings,0022301112,L,48,109
2013-14,1610612765,Detroit Pistons,0021300386,L,48,106
2013-14,1610612737,Atlanta Hawks,0021300792,L,48,98
2013-14,1610612764,Washington Wizards,0021300042,L,48,93
2023-24,1610612764,Washington Wizards,0022300358,L,48,131
2013-14,1610612744,Golden State Warriors,0021300019,L,48,115
2023-24,1610612754,Indiana Pacers,0022300377,L,48,103
2023-24,1610612757,Portland Trail Blazers,0022301226,L,48,112
2013-14,1610612745,Houston Rockets,0021300580,L,48,92
2013-14,1610612764,Washington Wizards,0021301020,L,48,103
2013-14,1610612751,Brooklyn Nets,0021300744,L,48,95
2013-14,1610612749,Milwaukee Bucks,0021300548,L,48,85
2013-14,1610612755,Philadelphia 76ers,0021300237,L,48,105
2023-24,1610612763,Memphis Grizzlies,0022301001,L,48,116
2013-14,1610612747,Los Angeles Lakers,0021300056,L,48,104
2013-14,1610612758,Sacramento Kings,0021300627,L,48,98
2013-14,1610612762,Utah Jazz,0021300746,L,48,81
2013-14,1610612750,Minnesota Timberwolves,0021301019,L,48,106
2019-20,1610612746,LA Clippers,0021900182,W,48,150
2019-20,1610612761,Toronto Raptors,0021900843,W,48,127
2019-20,1610612762,Utah Jazz,0021900665,W,48,129
2019-20,1610612749,Milwaukee Bucks,0021900071,W,48,123
2019-20,1610612747,Los Angeles Lakers,0021900553,W,48,117
2019-20,1610612751,Brooklyn Nets,0021900836,W,48,115
2019-20,1610612757,Portland Trail Blazers,0021900355,W,48,115
2019-20,1610612743,Denver Nuggets,0021900753,W,48,127
2019-20,1610612756,Phoenix Suns,0021901292,W,48,128
2019-20,1610612765,Detroit Pistons,0021900215,W,48,128
2019-20,1610612745,Houston Rockets,0021900193,W,48,132
2019-20,1610612747,Los Angeles Lakers,0021900329,W,48,136
2019-20,1610612750,Minnesota Timberwolves,0021900080,W,48,131
2019-20,1610612749,Milwaukee Bucks,0021900627,W,48,117
2019-20,1610612746,LA Clippers,0021900305,W,48,117
2019-20,1610612761,Toronto Raptors,0021900500,W,48,117
2019-20,1610612742,Dallas Mavericks,0021900814,W,48,130
2019-20,1610612764,Washington Wizards,0021900492,W,48,123
2019-20,1610612749,Milwaukee Bucks,0021900046,W,48,129
2019-20,1610612755,Philadelphia 76ers,0021900928,W,48,125
2019-20,1610612742,Dallas Mavericks,0021900778,W,48,116
2019-20,1610612757,Portland Trail Blazers,0021900966,W,48,121
2019-20,1610612757,Portland Trail Blazers,0021900428,W,48,118
2019-20,1610612740,New Orleans Pelicans,0021900847,W,48,115
2019-20,1610612742,Dallas Mavericks,0021900235,W,48,137
2019-20,1610612742,Dallas Mavericks,0021900287,W,48,114
2019-20,1610612751,Brooklyn Nets,0021901276,W,48,119
2019-20,1610612762,Utah Jazz,0021900485,W,48,120
2019-20,1610612738,Boston Celtics,0021900058,W,48,116
2019-20,1610612761,Toronto Raptors,0021900796,W,48,137
2019-20,1610612754,Indiana Pacers,0021900679,W,48,129
2019-20,1610612753,Orlando Magic,0021900388,W,48,130
2019-20,1610612766,Charlotte Hornets,0021900970,W,48,109
2019-20,1610612761,Toronto Raptors,0021900772,W,48,115
2019-20,1610612749,Milwaukee Bucks,0021900531,W,48,127
2019-20,1610612756,Phoenix Suns,0021900035,W,48,130
2019-20,1610612749,Milwaukee Bucks,0021900204,W,48,135
2019-20,1610612748,Miami Heat,0021900880,W,48,126
2019-20,1610612742,Dallas Mavericks,0021900194,W,48,117
2019-20,1610612762,Utah Jazz,0021900430,W,48,114
2019-20,1610612750,Minnesota Timberwolves,0021900494,W,53,122
2019-20,1610612739,Cleveland Cavaliers,0021900420,W,48,114
2019-20,1610612742,Dallas Mavericks,0021900277,W,48,120
2019-20,1610612745,Houston Rockets,0021900093,W,48,107
2019-20,1610612745,Houston Rockets,0021900356,W,48,116
2019-20,1610612742,Dallas Mavericks,0021900869,W,48,109
2019-20,1610612748,Miami Heat,0021900606,W,48,106
2019-20,1610612761,Toronto Raptors,0021900672,W,48,118
2019-20,1610612762,Utah Jazz,0021900933,W,48,99
2019-20,1610612748,Miami Heat,0021900658,W,53,134
2019-20,1610612751,Brooklyn Nets,0021900267,W,48,112
2019-20,1610612742,Dallas Mavericks,0021901284,W,53,136
2019-20,1610612749,Milwaukee Bucks,0021900851,W,53,137
2019-20,1610612743,Denver Nuggets,0021900617,W,53,134
2019-20,1610612746,LA Clippers,0021900212,W,53,107
2019-20,1610612757,Portland Trail Blazers,0021900062,W,48,102
2019-20,1610612750,Minnesota Timberwolves,0021900868,W,48,129
2019-20,1610612747,Los Angeles Lakers,0021900220,W,48,130
2019-20,1610612756,Phoenix Suns,0021901258,W,48,117
2019-20,1610612759,San Antonio Spurs,0021900650,W,48,120
2019-20,1610612763,Memphis Grizzlies,0021900154,W,48,119
2019-20,1610612766,Charlotte Hornets,0021900177,W,48,103
2019-20,1610612761,Toronto Raptors,0021900587,L,48,104
2019-20,1610612745,Houston Rockets,0021900346,L,48,118
2019-20,1610612758,Sacramento Kings,0021900378,L,48,101
2019-20,1610612760,Oklahoma City Thunder,0021900135,L,48,119
2019-20,1610612741,Chicago Bulls,0021900325,L,48,98
2019-20,1610612750,Minnesota Timberwolves,0021900619,L,48,114
2019-20,1610612749,Milwaukee Bucks,0021901256,L,48,116
2019-20,1610612757,Portland Trail Blazers,0021900776,L,48,114
2019-20,1610612740,New Orleans Pelicans,0021900289,L,48,104
2019-20,1610612742,Dallas Mavericks,0021900340,L,48,106
2019-20,1610612740,New Orleans Pelicans,0021900923,L,53,123
2019-20,1610612742,Dallas Mavericks,0021900384,L,53,118
2019-20,1610612755,Philadelphia 76ers,0021901305,L,48,121
2019-20,1610612740,New Orleans Pelicans,0021900264,L,48,110
2019-20,1610612752,New York Knicks,0021900019,L,48,109
2019-20,1610612757,Portland Trail Blazers,0021901280,L,48,117
2019-20,1610612749,Milwaukee Bucks,0021900026,L,53,126
2019-20,1610612762,Utah Jazz,0021900718,L,48,100
2019-20,1610612740,New Orleans Pelicans,0021900319,L,53,132
2019-20,1610612766,Charlotte Hornets,0021900320,L,48,104
2019-20,1610612750,Minnesota Timberwolves,0021900313,L,48,114
2019-20,1610612740,New Orleans Pelicans,0021900234,L,48,120
2019-20,1610612761,Toronto Raptors,0021900180,L,48,102
2019-20,1610612743,Denver Nuggets,0021900704,L,48,96
2019-20,1610612757,Portland Trail Blazers,0021900213,L,48,129
2019-20,1610612757,Portland Trail Blazers,0021900160,L,48,106
2019-20,1610612739,Cleveland Cavaliers,0021900270,L,48,110
2019-20,1610612742,Dallas Mavericks,0021900965,L,48,109
2019-20,1610612741,Chicago Bulls,0021900887,L,48,115
2019-20,1610612750,Minnesota Timberwolves,0021900877,L,48,125
2019-20,1610612739,Cleveland Cavaliers,0021900902,L,48,113
2019-20,1610612745,Houston Rockets,0021900712,L,48,112
2019-20,1610612759,San Antonio Spurs,0021900571,L,48,121
2019-20,1610612742,Dallas Mavericks,0021900761,L,48,107
2019-20,1610612742,Dallas Mavericks,0021901271,L,48,111
2019-20,1610612739,Cleveland Cavaliers,0021900189,L,48,105
2019-20,1610612744,Golden State Warriors,0021900588,L,48,102
2019-20,1610612741,Chicago Bulls,0021900493,L,48,102
2011-12,1610612749,Milwaukee Bucks,0021100761,W,48,121
2011-12,1610612761,Toronto Raptors,0021100980,W,48,98
2011-12,1610612748,Miami Heat,0021100566,W,48,108
2011-12,1610612759,San Antonio Spurs,0021100535,W,48,102
2011-12,1610612760,Oklahoma City Thunder,0021100599,W,48,122
2011-12,1610612742,Dallas Mavericks,0021100165,W,48,102
2011-12,1610612759,San Antonio Spurs,0021100029,W,48,115
2011-12,1610612744,Golden State Warriors,0021100602,W,48,111
2011-12,1610612759,San Antonio Spurs,0021100941,W,48,121
2011-12,1610612760,Oklahoma City Thunder,0021100453,W,48,110
2011-12,1610612743,Denver Nuggets,0021100012,W,48,115
2011-12,1610612749,Milwaukee Bucks,0021100653,W,48,120
2011-12,1610612752,New York Knicks,0021100054,W,48,114
2011-12,1610612762,Utah Jazz,0021100930,W,48,112
2011-12,1610612741,Chicago Bulls,0021100531,W,48,112
2011-12,1610612749,Milwaukee Bucks,0021100302,W,48,103
2011-12,1610612750,Minnesota Timberwolves,0021100120,W,48,93
2011-12,1610612755,Philadelphia 76ers,0021100736,W,48,103
2011-12,1610612742,Dallas Mavericks,0021100438,W,48,102
2011-12,1610612742,Dallas Mavericks,0021100674,W,48,112
2011-12,1610612750,Minnesota Timberwolves,0021100061,W,48,99
2011-12,1610612756,Phoenix Suns,0021100123,W,48,109
2011-12,1610612760,Oklahoma City Thunder,0021100840,W,48,91
2011-12,1610612745,Houston Rockets,0021100466,W,48,101
2011-12,1610612761,Toronto Raptors,0021100082,W,48,92
2011-12,1610612754,Indiana Pacers,0021100730,W,48,105
2011-12,1610612759,San Antonio Spurs,0021100055,W,48,104
2011-12,1610612739,Cleveland Cavaliers,0021100076,W,48,115
2011-12,1610612746,Los Angeles Clippers,0021100636,W,48,96
2011-12,1610612759,San Antonio Spurs,0021100013,W,48,95
2011-12,1610612753,Orlando Magic,0021100606,W,48,107
2011-12,1610612750,Minnesota Timberwolves,0021100193,W,48,99
2011-12,1610612748,Miami Heat,0021100483,W,48,120
2011-12,1610612751,New Jersey Nets,0021100457,W,48,97
2011-12,1610612750,Minnesota Timberwolves,0021100511,W,48,109
2011-12,1610612751,New Jersey Nets,0021100775,W,48,111
2011-12,1610612739,Cleveland Cavaliers,0021100434,W,48,98
2011-12,1610612739,Cleveland Cavaliers,0021100157,W,48,101
2011-12,1610612759,San Antonio Spurs,0021100303,W,48,83
2011-12,1610612745,Houston Rockets,0021100365,W,48,99
2011-12,1610612760,Oklahoma City Thunder,0021100706,W,58,149
2011-12,1610612741,Chicago Bulls,0021100443,W,48,89
2011-12,1610612746,Los Angeles Clippers,0021100776,W,48,105
2011-12,1610612758,Sacramento Kings,0021100353,W,53,114
2011-12,1610612747,Los Angeles Lakers,0021100784,W,48,120
2011-12,1610612738,Boston Celtics,0021100067,W,48,100
2011-12,1610612749,Milwaukee Bucks,0021100319,W,48,105
2011-12,1610612757,Portland Trail Blazers,0021100868,W,48,118
2011-12,1610612760,Oklahoma City Thunder,0021100004,W,48,97
2011-12,1610612746,Los Angeles Clippers,0021100886,W,48,112
2011-12,1610612756,Phoenix Suns,0021100650,W,48,109
2011-12,1610612738,Boston Celtics,0021100270,W,48,91
2011-12,1610612753,Orlando Magic,0021100121,W,48,104
2011-12,1610612745,Houston Rockets,0021100383,W,48,103
2011-12,1610612737,Atlanta Hawks,0021100274,W,53,107
2011-12,1610612759,San Antonio Spurs,0021100091,W,48,101
2011-12,1610612742,Dallas Mavericks,0021100544,W,48,102
2011-12,1610612749,Milwaukee Bucks,0021100611,W,48,105
2011-12,1610612756,Phoenix Suns,0021100352,W,48,95
2011-12,1610612747,Los Angeles Lakers,0021100652,W,48,97
2011-12,1610612761,Toronto Raptors,0021100266,W,58,111
2011-12,1610612748,Miami Heat,0021100803,W,48,98
2011-12,1610612759,San Antonio Spurs,0021100750,W,48,117
2011-12,1610612745,Houston Rockets,0021100825,W,48,112
2011-12,1610612745,Houston Rockets,0021100851,W,48,94
2011-12,1610612757,Portland Trail Blazers,0021100698,W,48,97
2011-12,1610612741,Chicago Bulls,0021100629,W,48,106
2011-12,1610612759,San Antonio Spurs,0021100477,W,48,106
2011-12,1610612743,Denver Nuggets,0021100218,W,48,108
2011-12,1610612760,Oklahoma City Thunder,0021100027,W,48,98
2011-12,1610612745,Houston Rockets,0021100948,W,48,99
2011-12,1610612757,Portland Trail Blazers,0021100725,W,48,90
2011-12,1610612757,Portland Trail Blazers,0021100440,W,48,93
2011-12,1610612737,Atlanta Hawks,0021100439,W,48,101
2011-12,1610612738,Boston Celtics,0021100337,W,48,91
2011-12,1610612747,Los Angeles Lakers,0021100408,W,48,94
2011-12,1610612754,Indiana Pacers,0021100241,W,48,98
2011-12,1610612751,New Jersey Nets,0021100574,W,48,101
2011-12,1610612745,Houston Rockets,0021100622,W,48,104
2011-12,1610612745,Houston Rockets,0021100551,L,53,103
2011-12,1610612751,New Jersey Nets,0021100335,L,48,105
2011-12,1610612757,Portland Trail Blazers,0021100152,L,48,104
2011-12,1610612744,Golden State Warriors,0021100226,L,48,91
2011-12,1610612746,Los Angeles Clippers,0021100418,L,48,92
2011-12,1610612744,Golden State Warriors,0021100675,L,48,93
2011-12,1610612760,Oklahoma City Thunder,0021100976,L,48,101
2011-12,1610612759,San Antonio Spurs,0021100553,L,48,94
2011-12,1610612752,New York Knicks,0021100069,L,48,85
2011-12,1610612761,Toronto Raptors,0021100844,L,48,98
2011-12,1610612753,Orlando Magic,0021100795,L,48,95
2011-12,1610612758,Sacramento Kings,0021100609,L,48,99
2011-12,1610612751,New Jersey Nets,0021100378,L,48,92
2011-12,1610612751,New Jersey Nets,0021100345,L,48,92
2011-12,1610612752,New York Knicks,0021100793,L,48,104
2011-12,1610612751,New Jersey Nets,0021100657,L,48,94
2011-12,1610612744,Golden State Warriors,0021100158,L,48,109
2011-12,1610612750,Minnesota Timberwolves,0021100830,L,48,90
2011-12,1610612751,New Jersey Nets,0021100921,L,48,95
2011-12,1610612751,New Jersey Nets,0021100112,L,48,90
2011-12,1610612745,Houston Rockets,0021100534,L,48,105
2011-12,1610612757,Portland Trail Blazers,0021100545,L,48,110
2011-12,1610612745,Houston Rockets,0021100452,L,48,98
2011-12,1610612752,New York Knicks,0021100578,L,48,105
2011-12,1610612745,Houston Rockets,0021100901,L,48,86
2011-12,1610612744,Golden State Warriors,0021100752,L,48,87
2011-12,1610612753,Orlando Magic,0021100294,L,48,85
2011-12,1610612749,Milwaukee Bucks,0021100717,L,48,104
2011-12,1610612759,San Antonio Spurs,0021100197,L,48,98
2011-12,1610612744,Golden State Warriors,0021100653,L,48,98
2011-12,1610612742,Dallas Mavericks,0021100602,L,48,87
2011-12,1610612750,Minnesota Timberwolves,0021100987,L,48,102
2015-16,1610612746,LA Clippers,0021500839,W,48,124
2015-16,1610612760,Oklahoma City Thunder,0021500316,W,48,125
2015-16,1610612750,Minnesota Timberwolves,0021501226,W,48,144
2015-16,1610612766,Charlotte Hornets,0021500891,W,48,126
2015-16,1610612739,Cleveland Cavaliers,0021500011,W,48,106
2015-16,1610612737,Atlanta Hawks,0021500921,W,48,106
2015-16,1610612737,Atlanta Hawks,0021500536,W,48,126
2015-16,1610612746,LA Clippers,0021500648,W,48,116
2015-16,1610612742,Dallas Mavericks,0021500882,W,48,128
2015-16,1610612742,Dallas Mavericks,0021500830,W,48,129
2015-16,1610612740,New Orleans Pelicans,0021500432,W,48,115
2015-16,1610612739,Cleveland Cavaliers,0021500543,W,48,125
2015-16,1610612760,Oklahoma City Thunder,0021500044,W,48,117
2015-16,1610612766,Charlotte Hornets,0021500577,W,48,107
2015-16,1610612737,Atlanta Hawks,0021500796,W,48,113
2015-16,1610612765,Detroit Pistons,0021500346,W,48,118
2015-16,1610612761,Toronto Raptors,0021500441,W,48,111
2015-16,1610612744,Golden State Warriors,0021500524,W,48,109
2015-16,1610612764,Washington Wizards,0021501006,W,48,117
2015-16,1610612744,Golden State Warriors,0021500958,W,48,115
2015-16,1610612761,Toronto Raptors,0021500649,W,48,101
2015-16,1610612743,Denver Nuggets,0021500010,W,48,105
2015-16,1610612766,Charlotte Hornets,0021500720,W,48,101
2015-16,1610612759,San Antonio Spurs,0021500502,W,48,121
2015-16,1610612743,Denver Nuggets,0021500961,W,48,116
2015-16,1610612744,Golden State Warriors,0021500592,W,48,116
2015-16,1610612763,Memphis Grizzlies,0021500868,W,48,112
2015-16,1610612737,Atlanta Hawks,0021501085,W,48,112
2015-16,1610612744,Golden State Warriors,0021500855,W,48,130
2015-16,1610612764,Washington Wizards,0021501048,W,48,117
2015-16,1610612737,Atlanta Hawks,0021500086,W,48,114
2015-16,1610612755,Philadelphia 76ers,0021501154,W,48,107
2015-16,1610612761,Toronto Raptors,0021501023,W,48,105
2015-16,1610612739,Cleveland Cavaliers,0021500640,W,48,115
2015-16,1610612761,Toronto Raptors,0021500621,W,48,112
2015-16,1610612752,New York Knicks,0021501070,W,48,106
2015-16,1610612756,Phoenix Suns,0021501065,W,48,119
2015-16,1610612739,Cleveland Cavaliers,0021500845,W,48,114
2015-16,1610612741,Chicago Bulls,0021500831,W,48,126
2015-16,1610612763,Memphis Grizzlies,0021500851,W,48,128
2015-16,1610612762,Utah Jazz,0021501041,W,48,94
2015-16,1610612739,Cleveland Cavaliers,0021500957,W,48,120
2015-16,1610612738,Boston Celtics,0021500773,W,48,128
2015-16,1610612739,Cleveland Cavaliers,0021500795,W,48,120
2015-16,1610612745,Houston Rockets,0021501145,W,48,118
2015-16,1610612766,Charlotte Hornets,0021500912,W,48,108
2015-16,1610612746,LA Clippers,0021500972,W,48,101
2015-16,1610612742,Dallas Mavericks,0021500307,W,48,104
2015-16,1610612758,Sacramento Kings,0021500609,W,48,110
2015-16,1610612761,Toronto Raptors,0021501218,W,48,103
2015-16,1610612745,Houston Rockets,0021500936,W,48,113
2015-16,1610612740,New Orleans Pelicans,0021501125,W,48,101
2015-16,1610612744,Golden State Warriors,0021500848,W,48,118
2015-16,1610612753,Orlando Magic,0021500541,W,48,83
2015-16,1610612764,Washington Wizards,0021500552,W,48,105
2015-16,1610612739,Cleveland Cavaliers,0021501020,W,48,109
2015-16,1610612753,Orlando Magic,0021500805,W,53,110
2015-16,1610612738,Boston Celtics,0021500792,W,53,139
2015-16,1610612746,LA Clippers,0021500452,W,48,109
2015-16,1610612757,Portland Trail Blazers,0021500366,W,48,105
2015-16,1610612743,Denver Nuggets,0021501114,W,48,109
2015-16,1610612746,LA Clippers,0021501187,W,53,102
2015-16,1610612766,Charlotte Hornets,0021501014,W,48,109
2015-16,1610612744,Golden State Warriors,0021500707,W,48,108
2015-16,1610612758,Sacramento Kings,0021501193,W,48,114
2015-16,1610612753,Orlando Magic,0021500114,W,48,101
2015-16,1610612740,New Orleans Pelicans,0021500445,W,48,110
2015-16,1610612751,Brooklyn Nets,0021500920,W,53,121
2015-16,1610612740,New Orleans Pelicans,0021500671,L,48,111
2015-16,1610612755,Philadelphia 76ers,0021501197,L,53,108
2015-16,1610612760,Oklahoma City Thunder,0021501193,L,48,112
2015-16,1610612761,Toronto Raptors,0021500507,L,48,113
2015-16,1610612737,Atlanta Hawks,0021500771,L,48,94
2015-16,1610612746,LA Clippers,0021500822,L,48,112
2015-16,1610612752,New York Knicks,0021500846,L,48,105
2015-16,1610612761,Toronto Raptors,0021501077,L,48,109
2015-16,1610612764,Washington Wizards,0021501073,L,58,129
2015-16,1610612745,Houston Rockets,0021501054,L,48,107
2015-16,1610612754,Indiana Pacers,0021500484,L,48,116
2015-16,1610612746,LA Clippers,0021500853,L,48,81
2015-16,1610612754,Indiana Pacers,0021500750,L,48,96
2015-16,1610612746,LA Clippers,0021500177,L,48,117
2015-16,1610612746,LA Clippers,0021500609,L,48,103
2015-16,1610612757,Portland Trail Blazers,0021500404,L,48,109
2015-16,1610612753,Orlando Magic,0021500681,L,48,100
2015-16,1610612756,Phoenix Suns,0021500433,L,48,96
2015-16,1610612765,Detroit Pistons,0021501129,L,48,89
2015-16,1610612747,Los Angeles Lakers,0021500795,L,48,111
2015-16,1610612737,Atlanta Hawks,0021500101,L,48,107
2015-16,1610612756,Phoenix Suns,0021500343,L,48,96
2015-16,1610612749,Milwaukee Bucks,0021500221,L,48,118
2015-16,1610612754,Indiana Pacers,0021500281,L,48,111
2015-16,1610612747,Los Angeles Lakers,0021500286,L,48,87
2015-16,1610612745,Houston Rockets,0021500788,L,48,110
2015-16,1610612757,Portland Trail Blazers,0021500859,L,48,105
2015-16,1610612737,Atlanta Hawks,0021501048,L,48,102
2015-16,1610612764,Washington Wizards,0021500209,L,48,106
2015-16,1610612758,Sacramento Kings,0021500468,L,48,103
2015-16,1610612755,Philadelphia 76ers,0021500898,L,48,99
2016-17,1610612744,Golden State Warriors,0021600405,W,48,135
2016-17,1610612741,Chicago Bulls,0021601222,W,48,112
2016-17,1610612744,Golden State Warriors,0021600314,W,48,142
2016-17,1610612762,Utah Jazz,0021600789,W,48,127
2016-17,1610612746,LA Clippers,0021600152,W,48,127
2016-17,1610612744,Golden State Warriors,0021600299,W,48,138
2016-17,1610612759,San Antonio Spurs,0021600353,W,48,130
2016-17,1610612765,Detroit Pistons,0021600342,W,48,117
2016-17,1610612744,Golden State Warriors,0021600069,W,48,122
2016-17,1610612749,Milwaukee Bucks,0021600085,W,48,117
2016-17,1610612745,Houston Rockets,0021600496,W,48,140
2016-17,1610612744,Golden State Warriors,0021600119,W,48,125
2016-17,1610612745,Houston Rockets,0021600726,W,48,105
2016-17,1610612761,Toronto Raptors,0021600362,W,48,122
2016-17,1610612760,Oklahoma City Thunder,0021601015,W,48,123
2016-17,1610612743,Denver Nuggets,0021600864,W,48,129
2016-17,1610612763,Memphis Grizzlies,0021600737,W,48,119
2016-17,1610612763,Memphis Grizzlies,0021600993,W,48,113
2016-17,1610612745,Houston Rockets,0021600632,W,48,111
2016-17,1610612763,Memphis Grizzlies,0021600788,W,48,110
2016-17,1610612745,Houston Rockets,0021600171,W,48,126
2016-17,1610612746,LA Clippers,0021600846,W,48,99
2016-17,1610612749,Milwaukee Bucks,0021600934,W,48,112
2016-17,1610612766,Charlotte Hornets,0021601087,W,48,120
2016-17,1610612766,Charlotte Hornets,0021600866,W,48,99
2016-17,1610612740,New Orleans Pelicans,0021601039,W,48,123
2016-17,1610612744,Golden State Warriors,0021601162,W,48,121
2016-17,1610612765,Detroit Pistons,0021601201,W,48,103
2016-17,1610612748,Miami Heat,0021600705,W,48,116
2016-17,1610612744,Golden State Warriors,0021600745,W,48,133
2016-17,1610612747,Los Angeles Lakers,0021600649,W,48,108
2016-17,1610612751,Brooklyn Nets,0021600939,W,48,122
2016-17,1610612742,Dallas Mavericks,0021600491,W,48,101
2016-17,1610612739,Cleveland Cavaliers,0021600505,W,48,121
2016-17,1610612761,Toronto Raptors,0021601126,W,48,111
2016-17,1610612747,Los Angeles Lakers,0021601080,W,53,130
2016-17,1610612739,Cleveland Cavaliers,0021600122,W,48,105
2016-17,1610612745,Houston Rockets,0021601079,W,48,117
2016-17,1610612759,San Antonio Spurs,0021600957,W,48,114
2016-17,1610612744,Golden State Warriors,0021600485,W,48,121
2016-17,1610612746,LA Clippers,0021600667,W,48,115
2016-17,1610612749,Milwaukee Bucks,0021601103,W,48,118
2016-17,1610612738,Boston Celtics,0021601076,W,48,130
